ep     1 | eps 0.90 | return   212.50 | HO   2.60 | HOF 64.10 | SE  2.06 | loss nan |      3s
ep   425 | eps 0.71 | return   260.08 | HO   3.55 | HOF 57.11 | SE  2.12 | loss 3.6808 |   1355s
ep   450 | eps 0.70 | return   263.51 | HO   3.38 | HOF 56.66 | SE  2.12 | loss 3.6084 |   1435s
ep   475 | eps 0.69 | return   266.27 | HO   3.32 | HOF 56.39 | SE  2.12 | loss 3.5346 |   1515s
ep   500 | eps 0.68 | return   268.43 | HO   3.31 | HOF 55.89 | SE  2.13 | loss 3.4435 |   1595s
ep   525 | eps 0.67 | return   271.67 | HO   3.42 | HOF 55.52 | SE  2.13 | loss 3.3400 |   1675s
ep   550 | eps 0.66 | return   277.36 | HO   3.35 | HOF 54.96 | SE  2.14 | loss 3.2429 |   1755s
ep   575 | eps 0.64 | return   280.16 | HO   3.39 | HOF 54.50 | SE  2.14 | loss 3.1450 |   1835s
ep   600 | eps 0.63 | return   283.73 | HO   3.40 | HOF 53.97 | SE  2.14 | loss 3.0488 |   1915s
ep   625 | eps 0.62 | return   282.16 | HO   3.42 | HOF 53.95 | SE  2.14 | loss 3.0090 |   1995s
ep   650 | eps 0.61 | return   286.11 | HO   3.57 | HOF 53.17 | SE  2.15 | loss 2.9442 |   2075s
ep   675 | eps 0.60 | return   290.47 | HO   3.50 | HOF 52.77 | SE  2.15 | loss 2.8940 |   2155s
ep   700 | eps 0.59 | return   293.17 | HO   3.58 | HOF 52.16 | SE  2.16 | loss 2.8423 |   2235s
ep   725 | eps 0.58 | return   300.30 | HO   3.49 | HOF 51.57 | SE  2.16 | loss 2.7998 |   2315s
ep   750 | eps 0.57 | return   301.04 | HO   3.45 | HOF 51.36 | SE  2.16 | loss 2.7495 |   2395s
ep   775 | eps 0.56 | return   302.64 | HO   3.60 | HOF 50.89 | SE  2.16 | loss 2.7030 |   2475s
ep   800 | eps 0.54 | return   304.85 | HO   3.64 | HOF 50.61 | SE  2.16 | loss 2.6668 |   2555s
ep   825 | eps 0.53 | return   308.74 | HO   3.62 | HOF 50.11 | SE  2.16 | loss 2.6215 |   2635s
ep   850 | eps 0.52 | return   311.44 | HO   3.63 | HOF 49.61 | SE  2.17 | loss 2.5913 |   2715s
ep   875 | eps 0.51 | return   318.26 | HO   3.76 | HOF 48.71 | SE  2.17 | loss 2.5371 |   2795s
ep   900 | eps 0.50 | return   320.39 | HO   3.80 | HOF 48.29 | SE  2.18 | loss 2.5054 |   2875s
ep   925 | eps 0.49 | return   323.64 | HO   3.79 | HOF 47.87 | SE  2.18 | loss 2.4713 |   2954s
ep   950 | eps 0.48 | return   330.63 | HO   3.73 | HOF 47.09 | SE  2.19 | loss 2.4179 |   3034s
ep   975 | eps 0.47 | return   337.27 | HO   3.87 | HOF 46.15 | SE  2.20 | loss 2.3653 |   3114s
ep  1000 | eps 0.46 | return   340.00 | HO   3.77 | HOF 45.99 | SE  2.20 | loss 2.3205 |   3194s
ep  1025 | eps 0.44 | return   344.51 | HO   3.89 | HOF 45.22 | SE  2.20 | loss 2.2682 |   3274s
ep  1050 | eps 0.43 | return   346.84 | HO   4.08 | HOF 44.37 | SE  2.21 | loss 2.2179 |   3354s
ep  1075 | eps 0.42 | return   351.71 | HO   3.98 | HOF 43.93 | SE  2.21 | loss 2.1808 |   3434s
ep  1100 | eps 0.41 | return   356.00 | HO   4.12 | HOF 43.08 | SE  2.22 | loss 2.1277 |   3514s
ep  1125 | eps 0.40 | return   364.45 | HO   4.03 | HOF 42.30 | SE  2.22 | loss 2.0727 |   3594s
ep  1150 | eps 0.39 | return   367.29 | HO   4.10 | HOF 41.51 | SE  2.23 | loss 2.0161 |   3674s
ep  1175 | eps 0.38 | return   374.07 | HO   4.03 | HOF 41.09 | SE  2.23 | loss 1.9819 |   3753s
ep  1200 | eps 0.37 | return   377.01 | HO   4.11 | HOF 40.46 | SE  2.24 | loss 1.9298 |   3834s
ep  1225 | eps 0.36 | return   383.06 | HO   4.01 | HOF 39.73 | SE  2.24 | loss 1.8972 |   3914s
ep  1250 | eps 0.34 | return   388.03 | HO   4.07 | HOF 39.04 | SE  2.25 | loss 1.8350 |   3993s
ep  1275 | eps 0.33 | return   390.76 | HO   4.19 | HOF 38.22 | SE  2.25 | loss 1.7884 |   4073s
ep  1300 | eps 0.32 | return   397.63 | HO   4.17 | HOF 37.31 | SE  2.26 | loss 1.7308 |   4153s
ep  1325 | eps 0.31 | return   401.77 | HO   4.26 | HOF 36.50 | SE  2.26 | loss 1.6865 |   4233s
ep  1350 | eps 0.30 | return   407.66 | HO   4.24 | HOF 35.79 | SE  2.27 | loss 1.6327 |   4313s
ep  1375 | eps 0.29 | return   412.79 | HO   4.25 | HOF 34.98 | SE  2.27 | loss 1.5867 |   4393s
ep  1400 | eps 0.28 | return   420.83 | HO   4.29 | HOF 34.03 | SE  2.28 | loss 1.5287 |   4473s
ep  1425 | eps 0.27 | return   423.09 | HO   4.36 | HOF 33.38 | SE  2.28 | loss 1.4766 |   4553s
ep  1450 | eps 0.26 | return   432.12 | HO   4.32 | HOF 32.52 | SE  2.29 | loss 1.4505 |   4633s
ep  1475 | eps 0.24 | return   434.81 | HO   4.34 | HOF 31.76 | SE  2.29 | loss 1.3823 |   4712s
ep  1500 | eps 0.23 | return   442.79 | HO   4.36 | HOF 30.79 | SE  2.30 | loss 1.3434 |   4792s
ep  1525 | eps 0.22 | return   449.55 | HO   4.33 | HOF 29.90 | SE  2.31 | loss 1.2970 |   4872s
ep  1550 | eps 0.21 | return   456.17 | HO   4.43 | HOF 28.82 | SE  2.31 | loss 1.2506 |   4952s
ep  1575 | eps 0.20 | return   460.87 | HO   4.41 | HOF 27.95 | SE  2.32 | loss 1.1974 |   5032s
ep  1600 | eps 0.19 | return   471.44 | HO   4.32 | HOF 26.75 | SE  2.33 | loss 1.1425 |   5112s
ep  1625 | eps 0.18 | return   477.95 | HO   4.40 | HOF 25.84 | SE  2.33 | loss 1.0967 |   5192s
ep  1650 | eps 0.17 | return   484.58 | HO   4.51 | HOF 24.51 | SE  2.34 | loss 1.0403 |   5272s
ep  1675 | eps 0.16 | return   492.26 | HO   4.47 | HOF 23.55 | SE  2.35 | loss 0.9909 |   5352s
ep  1700 | eps 0.14 | return   498.79 | HO   4.51 | HOF 22.58 | SE  2.36 | loss 0.9512 |   5432s
ep  1725 | eps 0.13 | return   507.21 | HO   4.42 | HOF 21.52 | SE  2.36 | loss 0.8976 |   5512s
ep  1750 | eps 0.12 | return   517.06 | HO   4.42 | HOF 20.23 | SE  2.37 | loss 0.8546 |   5592s
ep  1775 | eps 0.11 | return   524.05 | HO   4.57 | HOF 19.00 | SE  2.38 | loss 0.7971 |   5672s
ep  1800 | eps 0.10 | return   534.15 | HO   4.48 | HOF 17.79 | SE  2.39 | loss 0.7428 |   5752s
ep  1825 | eps 0.10 | return   537.51 | HO   4.46 | HOF 17.18 | SE  2.39 | loss 0.7079 |   5831s
ep  1850 | eps 0.10 | return   536.39 | HO   4.53 | HOF 17.19 | SE  2.39 | loss 0.6634 |   5911s
ep  1875 | eps 0.10 | return   538.20 | HO   4.61 | HOF 16.98 | SE  2.39 | loss 0.6194 |   5991s
ep  1900 | eps 0.10 | return   536.92 | HO   4.58 | HOF 16.95 | SE  2.39 | loss 0.5972 |   6071s
ep  1925 | eps 0.10 | return   538.36 | HO   4.54 | HOF 17.00 | SE  2.39 | loss 0.5692 |   6151s
ep  1950 | eps 0.10 | return   537.35 | HO   4.50 | HOF 17.19 | SE  2.39 | loss 0.5579 |   6231s
ep  1975 | eps 0.10 | return   538.40 | HO   4.48 | HOF 17.16 | SE  2.39 | loss 0.5515 |   6311s
ep  2000 | eps 0.10 | return   537.24 | HO   4.40 | HOF 17.22 | SE  2.39 | loss 0.5409 |   6391s
ep  2025 | eps 0.10 | return   537.73 | HO   4.37 | HOF 17.24 | SE  2.39 | loss 0.5370 |   6471s
ep  2050 | eps 0.10 | return   537.04 | HO   4.50 | HOF 17.19 | SE  2.39 | loss 0.5283 |   6551s
ep  2075 | eps 0.10 | return   537.87 | HO   4.36 | HOF 17.20 | SE  2.39 | loss 0.5278 |   6631s
ep  2100 | eps 0.10 | return   538.48 | HO   4.34 | HOF 17.30 | SE  2.39 | loss 0.5259 |   6711s
ep  2125 | eps 0.10 | return   539.01 | HO   4.40 | HOF 17.03 | SE  2.39 | loss 0.5203 |   6791s
ep  2150 | eps 0.10 | return   538.81 | HO   4.48 | HOF 17.15 | SE  2.39 | loss 0.5216 |   6871s
ep  2175 | eps 0.10 | return   536.66 | HO   4.51 | HOF 17.10 | SE  2.39 | loss 0.5106 |   6951s
ep  2200 | eps 0.10 | return   537.49 | HO   4.42 | HOF 17.16 | SE  2.39 | loss 0.5077 |   7031s
ep  2225 | eps 0.10 | return   537.50 | HO   4.41 | HOF 17.22 | SE  2.39 | loss 0.5060 |   7110s
ep  2250 | eps 0.10 | return   538.02 | HO   4.34 | HOF 17.33 | SE  2.39 | loss 0.5079 |   7190s
ep  2275 | eps 0.10 | return   538.30 | HO   4.41 | HOF 17.08 | SE  2.39 | loss 0.5006 |   7270s
ep  2300 | eps 0.10 | return   537.70 | HO   4.35 | HOF 17.18 | SE  2.39 | loss 0.4975 |   7350s
ep  2325 | eps 0.10 | return   539.05 | HO   4.37 | HOF 17.21 | SE  2.39 | loss 0.4962 |   7430s
ep  2350 | eps 0.10 | return   536.93 | HO   4.47 | HOF 17.05 | SE  2.39 | loss 0.4917 |   7510s
ep  2375 | eps 0.10 | return   535.93 | HO   4.47 | HOF 17.26 | SE  2.39 | loss 0.4844 |   7590s
ep  2400 | eps 0.10 | return   539.20 | HO   4.40 | HOF 17.02 | SE  2.40 | loss 0.4874 |   7669s
ep  2425 | eps 0.10 | return   536.88 | HO   4.38 | HOF 17.15 | SE  2.39 | loss 0.4836 |   7750s
ep  2450 | eps 0.10 | return   539.01 | HO   4.39 | HOF 17.07 | SE  2.39 | loss 0.4793 |   7829s
ep  2475 | eps 0.10 | return   538.78 | HO   4.38 | HOF 16.94 | SE  2.39 | loss 0.4797 |   7909s
ep  2500 | eps 0.10 | return   536.91 | HO   4.37 | HOF 17.30 | SE  2.39 | loss 0.4795 |   7989s
ep  2525 | eps 0.10 | return   536.93 | HO   4.43 | HOF 17.12 | SE  2.39 | loss 0.4743 |   8069s
ep  2550 | eps 0.10 | return   535.51 | HO   4.28 | HOF 17.28 | SE  2.39 | loss 0.4723 |   8149s
ep  2575 | eps 0.10 | return   537.85 | HO   4.44 | HOF 17.26 | SE  2.39 | loss 0.4751 |   8229s
ep  2600 | eps 0.10 | return   536.32 | HO   4.49 | HOF 17.11 | SE  2.39 | loss 0.4723 |   8309s
ep  2625 | eps 0.10 | return   536.79 | HO   4.41 | HOF 17.42 | SE  2.39 | loss 0.4706 |   8388s
ep  2650 | eps 0.10 | return   537.71 | HO   4.43 | HOF 17.35 | SE  2.39 | loss 0.4712 |   8469s
ep  2675 | eps 0.10 | return   536.84 | HO   4.53 | HOF 17.03 | SE  2.39 | loss 0.4715 |   8548s
ep  2700 | eps 0.10 | return   539.45 | HO   4.41 | HOF 17.03 | SE  2.39 | loss 0.4701 |   8628s
ep  2725 | eps 0.10 | return   536.14 | HO   4.46 | HOF 17.21 | SE  2.39 | loss 0.4662 |   8708s
ep  2750 | eps 0.10 | return   536.90 | HO   4.38 | HOF 17.40 | SE  2.39 | loss 0.4694 |   8788s
ep  2775 | eps 0.10 | return   535.04 | HO   4.56 | HOF 17.15 | SE  2.39 | loss 0.4657 |   8868s
ep  2800 | eps 0.10 | return   536.28 | HO   4.46 | HOF 17.14 | SE  2.39 | loss 0.4646 |   8948s
ep  2825 | eps 0.10 | return   537.57 | HO   4.46 | HOF 16.98 | SE  2.39 | loss 0.4598 |   9028s
ep  2850 | eps 0.10 | return   535.07 | HO   4.46 | HOF 17.23 | SE  2.39 | loss 0.4595 |   9108s
ep  2875 | eps 0.10 | return   535.22 | HO   4.50 | HOF 17.25 | SE  2.39 | loss 0.4581 |   9187s
ep  2900 | eps 0.10 | return   537.46 | HO   4.34 | HOF 17.31 | SE  2.39 | loss 0.4587 |   9268s
ep  2925 | eps 0.10 | return   536.11 | HO   4.42 | HOF 17.36 | SE  2.39 | loss 0.4592 |   9347s
ep  2950 | eps 0.10 | return   535.91 | HO   4.47 | HOF 17.22 | SE  2.39 | loss 0.4590 |   9427s
ep  2975 | eps 0.10 | return   535.99 | HO   4.57 | HOF 17.05 | SE  2.39 | loss 0.4552 |   9507s
ep  3000 | eps 0.10 | return   536.79 | HO   4.51 | HOF 17.07 | SE  2.39 | loss 0.4545 |   9587s
